track_id,popularity,danceability,instrumentalness,liveness,loudness,speechiness,valence,year
2fexvj1n4rVngFAA5HPkne,1,0.82,0,0.0579,-11.01,0.0679,0.276,2015
35uuQ65VrKa0jTso9Z3CME,1,0.799,0.000502,0.0882,-5.565,0.0445,0.871,2013
0g7vK213kGcSal4tQE40rs,1,0.651,0.000108,0.0509,-10.676,0.0471,0.741,1992
2nFKvPSezlrhRWY8aEgPDj,1,0.622,1.13E-06,0.0487,-8.084,0.0271,0.724,2011
1emfPuTWZIRXfqdJiUcmrn,1,0.55,0.125,0.109,-4.515,0.0341,0.98,2006
3h0Z3vdC6gvJreFrZTexkW,1,0.623,1.46E-05,0.106,-6.967,0.0396,0.763,2006
2FW9Pi6UJwOEjR87wHvBcL,1,0.527,0.000285,0.353,-2.152,0.052,0.819,2005
2gSjc448iPjK8QRjyXxk9U,1,0.559,0.0144,0.0935,-11.308,0.0249,0.507,1994
1lBxWdyB7hVekJvTCNyTsG,1,0.615,5.59E-05,0.279,-9.234,0.042,0.8,2019
4YdkMnSyW8jDNXdExKqmgp,1,0.932,0,0.0975,-18.171,0.0575,0.961,2008
6KfY5phMboSgtKUybFraGw,1,0.653,9.73E-05,0.16,-6.882,0.0258,0.358,2015
5lFgerdITNzDCalwJkm5Fp,1,0.701,0,0.0455,-10.455,0.438,0.902,2010
2pasM2ofAZwR5c7Z8WCsuF,1,0.725,2.20E-06,0.0889,-5.362,0.0479,0.96,2016
26gdSahK12efoKvj6DsNpn,1,0.778,0,0.0879,-9.62,0.0423,0.371,2017
3CdOZxeQoLlz30mZWfYEnZ,1,0.742,6.04E-06,0.235,-15.942,0.0708,0.961,1985
1uIqqGmuPGKtR2z5zakbs0,1,0.859,0,0.0765,-15.29,0.0392,0.959,2008
12fKhzm4KH3bdAXfVzAjSZ,1,0.714,1.48E-05,0.101,-9.263,0.0286,0.421,2013
1AIh3FHSW58pcBvM5SnSxW,1,0.873,8.03E-06,0.0795,-10.237,0.054,0.96,2008
5DHPUW7gG4Fk3braTlkJRV,1,0.691,0.98,0.0508,-14.044,0.0347,0.902,2019
7ftiUDPLC7pIujpZ3SYl31,1,0.471,0.000137,0.336,-2.691,0.0612,0.542,2005
51TuTwuHA21vnehU6uxZOk,1,0.69,4.30E-06,0.273,-3.943,0.0989,0.758,2017
1GF0mWno7auoWuhEwS3ivd,1,0.77,9.59E-05,0.105,-8.108,0.156,0.879,2017
1wqxgVmCLidAdeQsYZ3lCJ,1,0.312,0,0.231,-5.139,0.0327,0.165,2015
7ffHImyBE2GgYerpSIAMrP,1,0.559,0.00244,0.0822,-7.834,0.0296,0.518,2013
0UuYhp7pDMf6icS6Hamadt,1,0.699,0.000168,0.159,-8.872,0.0351,0.934,2016
